accuracy,precision,recall,f1,TN,FP,FN,TP,cv_fold,params
1.0,1.0,1.0,1.0,12779,0,0,246,2.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 4, 'reg_alpha': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.7, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,3.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 4, 'reg_alpha': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.7, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,4.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 4, 'reg_alpha': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.7, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,0.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 4, 'reg_alpha': 0.05, 'subsample': 1, 'colsample_bytree': 0.8, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,1.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 4, 'reg_alpha': 0.05, 'subsample': 1, 'colsample_bytree': 0.8, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,2.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 4, 'reg_alpha': 0.05, 'subsample': 1, 'colsample_bytree': 0.8, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,3.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 4, 'reg_alpha': 0.05, 'subsample': 1, 'colsample_bytree': 0.8, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,4.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 4, 'reg_alpha': 0.05, 'subsample': 1, 'colsample_bytree': 0.8, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,0.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 4, 'reg_alpha': 0.05, 'subsample': 1, 'colsample_bytree': 0.7, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,1.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 4, 'reg_alpha': 0.05, 'subsample': 1, 'colsample_bytree': 0.7, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,2.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 4, 'reg_alpha': 0.05, 'subsample': 1, 'colsample_bytree': 0.7, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,3.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 4, 'reg_alpha': 0.05, 'subsample': 1, 'colsample_bytree': 0.7, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,4.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 4, 'reg_alpha': 0.05, 'subsample': 1, 'colsample_bytree': 0.7, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,0.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 5, 'reg_alpha': 0.07, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,1.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 5, 'reg_alpha': 0.07, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,2.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 5, 'reg_alpha': 0.07, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,3.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 5, 'reg_alpha': 0.07, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,4.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 5, 'reg_alpha': 0.07, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,0.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 5, 'reg_alpha': 0.07, 'subsample': 0.8, 'colsample_bytree': 0.7, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,1.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 5, 'reg_alpha': 0.07, 'subsample': 0.8, 'colsample_bytree': 0.7, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,2.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 5, 'reg_alpha': 0.07, 'subsample': 0.8, 'colsample_bytree': 0.7, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,3.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 5, 'reg_alpha': 0.07, 'subsample': 0.8, 'colsample_bytree': 0.7, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,4.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 5, 'reg_alpha': 0.07, 'subsample': 0.8, 'colsample_bytree': 0.7, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,0.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 5, 'reg_alpha': 0.07, 'subsample': 1, 'colsample_bytree': 0.8, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,1.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 5, 'reg_alpha': 0.07, 'subsample': 1, 'colsample_bytree': 0.8, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,2.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 5, 'reg_alpha': 0.07, 'subsample': 1, 'colsample_bytree': 0.8, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,3.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 5, 'reg_alpha': 0.07, 'subsample': 1, 'colsample_bytree': 0.8, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,4.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 5, 'reg_alpha': 0.07, 'subsample': 1, 'colsample_bytree': 0.8, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,0.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 5, 'reg_alpha': 0.07, 'subsample': 1, 'colsample_bytree': 0.7, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,1.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 5, 'reg_alpha': 0.07, 'subsample': 1, 'colsample_bytree': 0.7, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,2.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 5, 'reg_alpha': 0.07, 'subsample': 1, 'colsample_bytree': 0.7, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,3.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 5, 'reg_alpha': 0.07, 'subsample': 1, 'colsample_bytree': 0.7, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,4.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 5, 'reg_alpha': 0.07, 'subsample': 1, 'colsample_bytree': 0.7, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,0.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 5, 'reg_alpha': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,1.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 5, 'reg_alpha': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,2.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 5, 'reg_alpha': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,3.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 5, 'reg_alpha': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,4.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 5, 'reg_alpha': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,0.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 5, 'reg_alpha': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.7, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,1.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 5, 'reg_alpha': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.7, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,2.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 5, 'reg_alpha': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.7, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,3.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 5, 'reg_alpha': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.7, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,4.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 5, 'reg_alpha': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.7, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,0.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 5, 'reg_alpha': 0.05, 'subsample': 1, 'colsample_bytree': 0.8, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,1.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 5, 'reg_alpha': 0.05, 'subsample': 1, 'colsample_bytree': 0.8, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,2.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 5, 'reg_alpha': 0.05, 'subsample': 1, 'colsample_bytree': 0.8, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,3.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 5, 'reg_alpha': 0.05, 'subsample': 1, 'colsample_bytree': 0.8, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,4.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 5, 'reg_alpha': 0.05, 'subsample': 1, 'colsample_bytree': 0.8, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,0.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 5, 'reg_alpha': 0.05, 'subsample': 1, 'colsample_bytree': 0.7, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,1.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 5, 'reg_alpha': 0.05, 'subsample': 1, 'colsample_bytree': 0.7, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,2.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 5, 'reg_alpha': 0.05, 'subsample': 1, 'colsample_bytree': 0.7, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,3.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 5, 'reg_alpha': 0.05, 'subsample': 1, 'colsample_bytree': 0.7, 'min_child_weight': 3}"
1.0,1.0,1.0,1.0,12779,0,0,246,4.0,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.01, 'reg_lambda': 5, 'reg_alpha': 0.05, 'subsample': 1, 'colsample_bytree': 0.7, 'min_child_weight': 3}"
